segment_id,city_name,admin_ward,latitude,longitude,catchment_id,elevation_m,dem_source,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,rainfall_source,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels,drainage_efficiency,rainfall_per_return_period,simplified_risks
SEG-00121,"Barcelona, Spain",Ward G,41.397426,2.130915,CAT-156,7.75,Copernicus_GLO-30_v2023,Industrial,A,8.81,13.6,OpenChannel,IMD,59.5,5,low_lying,0.6034246575342467,11.9,Medium Risk
SEG-00122,"Copenhagen, Denmark",Zone VI,55.752965,12.543794,CAT-054,33.28,SRTM_3arc,Industrial,B,9.34,192.4,OpenChannel,Blended,39.7,10,monitor,0.04829369183040331,3.97,Low Risk
SEG-00123,"San Francisco, USA",Sector 1,37.667235,-122.385164,CAT-061,157.71,SRTM_3arc,Roads,B,7.72,58.6,CurbInlet,ERA5,32.7,5,monitor,0.12953020134228188,6.540000000000001,Low Risk
SEG-00124,"London, UK",Ward K,51.538351,-0.044745,CAT-040,19.38,SRTM_1arc,Residential,B,6.81,217.2,CurbInlet,Blended,25.5,5,monitor,0.031209899175068744,5.1,Low Risk
SEG-00125,"Hong Kong, China",Borough North,22.363853,114.231517,CAT-122,-3.0,SRTM_3arc,Green,D,6.46,196.4,Manhole,ERA5,80.0,50,ponding_hotspot|extreme_rain_history|low_lying|event_2023-09-13,0.03272543059777102,1.6,High Risk
SEG-00126,"Houston, USA",Borough Central,29.76286,-95.326222,CAT-035,-3.0,SRTM_1arc,Residential,B,3.25,257.9,OpenChannel,Blended,14.1,10,low_lying,0.012553109308613366,1.41,Medium Risk
SEG-00127,"Miami, USA",Sector 11,25.683689,-80.143126,CAT-129,20.23,Copernicus_EEA-10_v5,Commercial,A,7.96,80.1,CurbInlet,ERA5,64.0,100,monitor,0.09815043156596795,0.64,Low Risk
SEG-00128,"New Orleans, USA",Borough Hillside,29.917917,-90.133784,CAT-114,10.49,SRTM_1arc,Residential,D,8.41,85.6,Manhole,IMD,34.8,2,monitor,0.09711316397228638,17.4,Low Risk
SEG-00129,"Manila, Philippines",Borough Riverside,14.626959,121.034607,CAT-130,5.55,Copernicus_GLO-30_v2023,Residential,D,2.59,206.9,OpenChannel,Blended,43.3,25,low_lying|sparse_drainage|event_2023-07-20,0.012457912457912456,1.732,Medium Risk
SEG-00130,"Athens, Greece",Zone VIII,37.93318,23.867411,CAT-090,101.45,Copernicus_GLO-30_v2023,Commercial,A,8.64,107.2,CurbInlet,Blended,50.0,25,monitor,0.07985212569316082,2.0,Low Risk
SEG-00131,"Singapore, Singapore",District 30,1.381917,103.765085,CAT-161,9.63,SRTM_1arc,Commercial,A,9.38,250.4,OpenChannel,ERA5,47.4,25,monitor,0.037311058074781224,1.896,Low Risk
SEG-00132,"San Francisco, USA",Zone II,37.826832,-122.317446,CAT-122,25.130000000000003,Copernicus_EEA-10_v5,Industrial,B,5.84,51.2,GratedInlet,Blended,39.1,50,monitor,0.11187739463601531,0.782,Low Risk
SEG-00133,"Tokyo, Japan",Borough Riverside,35.619716,139.666566,CAT-037,85.07,SRTM_1arc,Roads,A,7.14,22.0,OpenChannel,LocalGauge,13.1,5,monitor,0.3104347826086956,2.62,Low Risk
SEG-00134,"New Orleans, USA",Sector 27,30.013738,-89.898774,CAT-040,7.31,SRTM_1arc,Roads,C,9.29,62.7,OpenChannel,ERA5,88.1,5,extreme_rain_history|low_lying,0.14583987441130297,17.619999999999997,High Risk
SEG-00135,"Karachi, Pakistan",Borough Hillside,24.79732,66.950893,CAT-123,39.82,Copernicus_GLO-30_v2023,Commercial,D,5.92,26.1,CurbInlet,ERA5,29.7,5,monitor,0.218450184501845,5.9399999999999995,Low Risk
SEG-00136,"Karachi, Pakistan",Borough East,24.92432,67.113589,CAT-017,-3.0,Copernicus_EEA-10_v5,Residential,D,5.59,22.5,Manhole,Blended,26.8,2,ponding_hotspot|low_lying,0.2378723404255319,13.4,High Risk
SEG-00137,"Jakarta, Indonesia",Borough South,-6.291373,106.866273,CAT-029,23.46,SRTM_1arc,Residential,B,4.57,19.6,CurbInlet,Blended,99.9,10,extreme_rain_history,0.22184466019417476,9.99,High Risk
SEG-00138,"Nairobi, Kenya",Borough Hillside,-1.189306,36.702201,CAT-055,33.15,Copernicus_GLO-90_v2022,Residential,B,3.78,87.1,Manhole,ERA5,28.6,25,monitor,0.04290578887627696,1.1440000000000001,Low Risk
SEG-00139,"Nairobi, Kenya",District 5,-1.294683,36.690698,CAT-146,0.43,SRTM_3arc,Residential,B,5.92,15.7,OpenChannel,ERA5,19.6,2,low_lying,0.35449101796407184,9.8,Medium Risk
SEG-00140,"Chennai, India",District 3,13.094673,80.136531,CAT-091,1.55,SRTM_1arc,Residential,B,6.25,175.8,CurbInlet,ERA5,78.8,50,low_lying,0.035350678733031674,1.5759999999999998,Medium Risk
SEG-00141,"Mumbai, India",Sector 12,19.119209,72.974745,CAT-158,-1.52,SRTM_1arc,Industrial,B,5.29,80.9,Manhole,LocalGauge,60.4,25,ponding_hotspot|low_lying|event_2024-08-16,0.06459096459096458,2.416,High Risk
SEG-00142,"Karachi, Pakistan",Ward H,24.873609,67.004016,CAT-125,168.72,SRTM_1arc,Commercial,B,5.13,126.1,Manhole,Blended,53.8,5,monitor,0.04036191974822974,10.76,Low Risk
SEG-00143,"Shenzhen, China",Borough Riverside,22.601394,114.076103,CAT-039,11.56,Copernicus_EEA-10_v5,Roads,B,7.98,92.1,CurbInlet,ERA5,129.1,100,extreme_rain_history,0.08571428571428573,1.291,High Risk
SEG-00144,"Rome, Italy",Zone X,41.918194,12.655554,CAT-038,25.130000000000003,Copernicus_GLO-30_v2023,Green,B,6.25,224.5,GratedInlet,ERA5,37.3,5,monitor,0.02771618625277162,7.459999999999999,Low Risk
SEG-00145,"Lima, Peru",Zone III,-12.092222,-77.063148,CAT-067,25.130000000000003,Copernicus_GLO-90_v2022,Residential,A,3.38,74.1,GratedInlet,LocalGauge,85.6,5,extreme_rain_history,0.04500665778961385,17.119999999999997,High Risk
SEG-00146,"Osaka, Japan",Zone IV,34.572652,135.500546,CAT-088,-3.0,Copernicus_EEA-10_v5,Residential,C,6.25,86.9,GratedInlet,ERA5,33.4,2,ponding_hotspot|low_lying|event_2024-03-31,0.07110352673492605,16.7,High Risk
SEG-00147,"Jakarta, Indonesia",Borough West,-6.355887,106.72977,CAT-179,8.53,Copernicus_GLO-30_v2023,Residential,A,6.13,99.6,Manhole,ERA5,65.8,10,monitor,0.06093439363817098,6.58,Low Risk
SEG-00148,"Lima, Peru",District 19,-11.99651,-77.205472,CAT-080,76.66,Copernicus_GLO-30_v2023,Residential,B,4.03,91.69999999999999,OpenChannel,ERA5,56.9,10,monitor,0.043473570658036684,5.6899999999999995,Low Risk
SEG-00149,"Cape Town, South Africa",Sector 25,-33.916867,18.403212,CAT-070,25.130000000000003,Copernicus_GLO-90_v2022,Residential,D,3.9,6.0,CurbInlet,ERA5,72.5,50,monitor,0.5571428571428572,1.45,Low Risk
SEG-00150,"Kuala Lumpur, Malaysia",Zone III,3.132832,101.668637,CAT-033,7.92,SRTM_1arc,Residential,D,5.14,78.6,GratedInlet,ERA5,72.2,100,ponding_hotspot|low_lying,0.06457286432160804,0.722,High Risk
SEG-00151,"Amsterdam, Netherlands",Sector 10,52.34962,4.931453,CAT-078,35.31,Copernicus_GLO-30_v2023,Informal,A,7.09,91.69999999999999,Manhole,LocalGauge,27.3,100,monitor,0.07648327939590076,0.273,Low Risk
SEG-00152,"London, UK",District 29,51.522421,-0.041596,CAT-034,30.56,SRTM_1arc,Institutional,D,5.68,165.4,CurbInlet,ERA5,51.7,25,monitor,0.03413461538461538,2.068,Low Risk
SEG-00153,"Kuala Lumpur, Malaysia",Sector 22,3.182016,101.620147,CAT-156,85.22,Copernicus_GLO-90_v2022,Commercial,A,10.16,122.1,GratedInlet,ERA5,72.1,100,monitor,0.08253452477660439,0.721,Low Risk
SEG-00154,"Miami, USA",Zone V,25.786716,-80.317555,CAT-017,7.27,Copernicus_EEA-10_v5,Institutional,D,2.87,263.6,OpenChannel,IMD,41.2,10,low_lying|sparse_drainage,0.010846560846560846,4.12,Medium Risk
SEG-00155,"Miami, USA",Sector 3,25.78801,-80.325151,CAT-007,9.35,Copernicus_GLO-30_v2023,Commercial,B,3.97,157.1,CurbInlet,ERA5,50.9,5,monitor,0.02511068943706515,10.18,Low Risk
SEG-00156,"New Orleans, USA",Ward C,29.993055,-90.129588,CAT-007,13.63,Copernicus_EEA-10_v5,Roads,A,6.04,75.8,CurbInlet,ERA5,46.0,50,monitor,0.07864583333333333,0.92,Low Risk
SEG-00157,"Sydney, Australia",Zone II,-33.793664,151.092246,CAT-048,1.95,SRTM_3arc,Roads,C,9.25,110.7,CurbInlet,Blended,51.9,5,low_lying,0.0828111011638317,10.379999999999999,Medium Risk
SEG-00158,"Seoul, South Korea",Sector 28,37.539976,127.097577,CAT-050,50.72,Copernicus_EEA-10_v5,Commercial,B,8.27,121.5,CurbInlet,LocalGauge,39.7,10,monitor,0.06751020408163265,3.97,Low Risk
SEG-00159,"Hyderabad, India",Borough Hillside,17.331108,78.483171,CAT-138,64.42,Copernicus_GLO-30_v2023,Green,C,6.37,185.3,CurbInlet,ERA5,41.2,25,monitor,0.034192163177670425,1.6480000000000001,Low Risk
SEG-00160,"Rio de Janeiro, Brazil",Ward J,-22.863116,-43.254828,CAT-015,17.32,Copernicus_GLO-30_v2023,Industrial,C,10.0,168.4,OpenChannel,LocalGauge,60.7,100,monitor,0.05903187721369539,0.607,Low Risk
SEG-00161,"Doha, Qatar",Ward J,25.29081,51.644414,CAT-012,25.130000000000003,SRTM_3arc,Commercial,B,6.19,4.8,GratedInlet,IMD,23.2,2,monitor,1.067241379310345,11.6,Low Risk
SEG-00162,"Sydney, Australia",Zone VII,-33.785876,151.266765,CAT-034,5.76,SRTM_1arc,Green,D,8.36,131.9,Manhole,Blended,19.3,2,low_lying,0.06290443942814146,9.65,Medium Risk
SEG-00163,"Brisbane, Australia",Zone I,-27.447855,153.020973,CAT-163,81.74,SRTM_1arc,Green,A,6.22,118.6,GratedInlet,ERA5,51.6,5,monitor,0.0520066889632107,10.32,Low Risk
SEG-00164,"Sydney, Australia",District 1,-33.937933,151.32663,CAT-024,-1.47,SRTM_1arc,Industrial,C,5.36,49.6,CurbInlet,IMD,29.3,10,low_lying|event_2024-03-24,0.10592885375494071,2.93,Medium Risk
SEG-00165,"Taipei, Taiwan",Ward I,24.990263,121.476219,CAT-055,62.46,SRTM_1arc,Roads,C,3.63,129.8,OpenChannel,ERA5,21.8,5,monitor,0.02775229357798165,4.36,Low Risk
SEG-00166,"Lima, Peru",Zone IX,-12.042736,-77.1659,CAT-060,42.61,Copernicus_EEA-10_v5,Roads,B,6.24,56.6,CurbInlet,ERA5,24.1,2,monitor,0.10833333333333334,12.05,Low Risk
SEG-00167,"Montreal, Canada",Zone V,45.463651,-73.619883,CAT-144,45.99,Copernicus_GLO-30_v2023,Roads,D,9.58,91.69999999999999,Manhole,ERA5,16.1,10,monitor,0.10334412081984899,1.61,Low Risk
SEG-00168,"Rotterdam, Netherlands",District 24,51.927443,4.541447,CAT-052,26.82,Copernicus_GLO-30_v2023,Industrial,C,6.3,28.2,OpenChannel,IMD,23.8,10,monitor,0.21575342465753425,2.38,Low Risk
SEG-00169,"Amsterdam, Netherlands",Sector 26,52.474882,4.858746,CAT-124,7.81,Copernicus_GLO-30_v2023,Industrial,C,5.29,14.2,Manhole,LocalGauge,37.9,25,low_lying,0.3480263157894737,1.516,Medium Risk
SEG-00170,"Singapore, Singapore",Zone VI,1.452783,103.876058,CAT-079,25.130000000000003,Copernicus_GLO-30_v2023,Industrial,D,10.89,53.0,GratedInlet,ERA5,48.1,5,monitor,0.2016666666666667,9.620000000000001,Low Risk
SEG-00171,"Vancouver, Canada",District 28,49.383375,-123.251292,CAT-115,-3.0,Copernicus_GLO-30_v2023,Mixed,B,5.25,61.2,CurbInlet,LocalGauge,57.8,25,ponding_hotspot|low_lying|event_2022-12-18,0.08440514469453375,2.312,High Risk
SEG-00172,"Ho Chi Minh City, Vietnam",Sector 16,10.84268,106.748436,CAT-086,21.62,SRTM_1arc,Water,C,7.59,200.3,Manhole,ERA5,54.0,2,monitor,0.03770491803278688,27.0,Low Risk
SEG-00173,"Sao Paulo, Brazil",Ward B,-23.507038,-46.615278,CAT-127,-3.0,SRTM_3arc,Roads,B,6.45,43.5,Manhole,LocalGauge,45.1,10,low_lying,0.1449438202247191,4.51,Medium Risk
SEG-00174,"Vancouver, Canada",Borough East,49.314033,-123.119837,CAT-031,9.94,Copernicus_GLO-30_v2023,Industrial,B,9.75,12.9,GratedInlet,ERA5,16.9,2,monitor,0.7014388489208633,8.45,Low Risk
SEG-00175,"Athens, Greece",Zone II,37.888212,23.817331,CAT-003,-3.0,Copernicus_EEA-10_v5,Commercial,B,5.62,91.69999999999999,CurbInlet,LocalGauge,31.8,5,low_lying,0.06062567421790724,6.36,Medium Risk
SEG-00176,"Manila, Philippines",District 12,14.562976,121.036665,CAT-172,25.130000000000003,Copernicus_EEA-10_v5,Industrial,C,10.2,20.0,CurbInlet,Blended,53.3,10,monitor,0.48571428571428565,5.33,Low Risk
SEG-00177,"Taipei, Taiwan",District 26,24.974956,121.547199,CAT-174,84.02,Copernicus_GLO-30_v2023,Residential,C,6.83,23.3,GratedInlet,ERA5,15.2,50,monitor,0.2810699588477366,0.304,Low Risk
SEG-00178,"Riyadh, Saudi Arabia",Ward C,24.551771,46.712203,CAT-169,-3.0,Copernicus_GLO-30_v2023,Mixed,A,6.03,74.6,Manhole,LocalGauge,21.8,2,low_lying,0.07976190476190477,10.9,Medium Risk
SEG-00179,"Houston, USA",District 6,29.735935,-95.236374,CAT-031,57.71,SRTM_3arc,Residential,D,7.9,91.69999999999999,CurbInlet,ERA5,23.5,5,monitor,0.08522114347357067,4.7,Low Risk
SEG-00180,"Accra, Ghana",District 7,5.701548,-0.269862,CAT-105,9.88,SRTM_3arc,Residential,C,3.81,60.2,Manhole,ERA5,79.2,50,monitor,0.062254901960784315,1.584,Low Risk
SEG-00181,"Sydney, Australia",Ward K,-33.851686,151.135394,CAT-146,-3.0,SRTM_3arc,Industrial,C,6.25,275.3,OpenChannel,ERA5,17.0,5,low_lying|event_2023-01-20,0.022620340209916757,3.4,Medium Risk
SEG-00182,"Riyadh, Saudi Arabia",Borough Old Town,24.712484,46.758972,CAT-037,10.03,Copernicus_EEA-10_v5,Roads,D,9.36,17.1,CurbInlet,ERA5,15.7,10,monitor,0.5171270718232044,1.5699999999999998,Low Risk
SEG-00183,"Lima, Peru",Borough Old Town,-12.052395,-77.084216,CAT-132,79.0,Copernicus_GLO-90_v2022,Residential,B,3.62,112.3,OpenChannel,LocalGauge,23.1,2,monitor,0.031950573698146516,11.55,Low Risk
SEG-00184,"Karachi, Pakistan",Borough Old Town,24.821874,67.022477,CAT-069,207.57,Copernicus_EEA-10_v5,Residential,A,6.57,91.69999999999999,GratedInlet,Blended,48.0,25,monitor,0.07087378640776701,1.92,Low Risk
SEG-00185,"Chennai, India",Sector 1,13.158386,80.376051,CAT-165,27.64,SRTM_1arc,Industrial,C,7.0,159.1,GratedInlet,LocalGauge,56.9,5,monitor,0.04372267332916927,11.379999999999999,Low Risk
SEG-00186,"Istanbul, Türkiye",Zone V,41.106308,28.918704,CAT-175,42.19,Copernicus_GLO-30_v2023,Residential,C,4.66,1.4,Manhole,Blended,13.7,10,monitor,1.9416666666666669,1.3699999999999999,Low Risk
SEG-00187,"Pune, India",Ward I,18.649573,73.829042,CAT-174,33.71,Copernicus_EEA-10_v5,Residential,D,6.31,242.2,OpenChannel,ERA5,23.2,2,monitor,0.025945723684210525,11.6,Low Risk
SEG-00188,"Philadelphia, USA",District 15,39.861922,-75.125416,CAT-108,-3.0,Copernicus_GLO-30_v2023,Residential,B,5.59,333.1,CurbInlet,ERA5,34.7,10,low_lying,0.016731517509727626,3.47,Medium Risk
SEG-00189,"Brisbane, Australia",Sector 18,-27.595665,152.99241,CAT-014,25.02,SRTM_3arc,Green,B,6.71,112.1,CurbInlet,ERA5,43.6,100,monitor,0.05932802829354554,0.436,Low Risk
SEG-00190,"Rio de Janeiro, Brazil",District 5,-22.926207,-43.157763,CAT-038,26.66,SRTM_3arc,Residential,C,6.25,36.9,GratedInlet,ERA5,44.8,10,monitor,0.16490765171503957,4.4799999999999995,Low Risk
SEG-00191,"Auckland, New Zealand",Sector 14,-36.7016,174.72417,CAT-053,91.62,Copernicus_EEA-10_v5,Residential,C,3.97,39.9,Manhole,ERA5,46.7,5,monitor,0.09706601466992666,9.34,Low Risk
SEG-00192,"Rotterdam, Netherlands",District 14,51.920377,4.480419,CAT-093,-2.84,Copernicus_EEA-10_v5,Roads,A,8.02,132.5,GratedInlet,ERA5,64.1,10,low_lying,0.06007490636704119,6.409999999999999,Medium Risk
SEG-00193,"Washington DC, USA",Zone I,38.879099,-77.041732,CAT-068,71.47,Copernicus_GLO-30_v2023,Commercial,A,5.55,108.7,CurbInlet,LocalGauge,27.3,10,monitor,0.050592525068368276,2.73,Low Risk
SEG-00194,"Vancouver, Canada",Sector 23,49.165174,-123.104249,CAT-005,16.03,Copernicus_GLO-30_v2023,Residential,B,2.93,112.3,GratedInlet,ERA5,37.5,2,sparse_drainage,0.025860547219770522,18.75,Medium Risk
SEG-00195,"Dhaka, Bangladesh",Borough North,23.799724,90.459875,CAT-004,57.42,Copernicus_GLO-90_v2022,Green,A,4.85,291.8,Manhole,IMD,101.3,100,extreme_rain_history,0.01656420765027322,1.013,High Risk
SEG-00196,"New York, USA",Zone IV,40.700856,-74.01971,CAT-177,55.66,Copernicus_GLO-30_v2023,Green,A,3.11,67.7,GratedInlet,LocalGauge,23.2,5,monitor,0.04526928675400291,4.64,Low Risk
SEG-00197,"Lima, Peru",Borough Hillside,-12.054308,-76.941589,CAT-064,-3.0,SRTM_3arc,Roads,D,5.35,59.6,GratedInlet,ERA5,17.3,2,ponding_hotspot|low_lying,0.08828382838283827,8.65,High Risk
SEG-00198,"Barcelona, Spain",Borough Delta,41.433134,2.159418,CAT-129,17.58,SRTM_1arc,Commercial,B,6.28,71.8,Manhole,ERA5,30.8,10,monitor,0.08626373626373628,3.08,Low Risk
SEG-00199,"Pune, India",Zone II,18.41893,73.898579,CAT-125,38.52,Copernicus_GLO-90_v2022,Mixed,B,2.92,76.2,CurbInlet,Blended,24.5,2,sparse_drainage|event_2022-10-13,0.03782383419689119,12.25,Medium Risk
SEG-00200,"Hanoi, Vietnam",Ward J,21.041383,105.809341,CAT-117,94.45,Copernicus_GLO-90_v2022,Residential,D,6.25,102.0,CurbInlet,ERA5,109.7,50,extreme_rain_history,0.06067961165048544,2.194,High Risk
SEG-00201,"London, UK",Borough East,51.450147,0.029632,CAT-099,7.46,SRTM_1arc,Green,C,4.62,137.6,CurbInlet,ERA5,41.9,50,low_lying,0.03333333333333333,0.838,Medium Risk
SEG-00202,"Philadelphia, USA",Borough Hillside,39.977663,-75.138597,CAT-097,2.92,SRTM_1arc,Industrial,A,6.25,3.6,GratedInlet,LocalGauge,31.9,5,low_lying,1.358695652173913,6.38,Medium Risk
SEG-00203,"Riyadh, Saudi Arabia",District 17,24.602366,46.653616,CAT-167,87.83,Copernicus_GLO-30_v2023,Roads,C,7.63,86.0,CurbInlet,ERA5,6.7,25,monitor,0.08770114942528735,0.268,Low Risk
SEG-00204,"Shanghai, China",Ward A,31.244103,121.425075,CAT-150,2.04,SRTM_3arc,Roads,C,10.24,88.3,GratedInlet,ERA5,42.9,25,low_lying,0.11466965285554312,1.716,Medium Risk
SEG-00205,"Tehran, Iran",Borough Old Town,35.668336,51.363575,CAT-051,25.130000000000003,SRTM_1arc,Roads,B,9.15,56.1,CurbInlet,ERA5,23.0,5,monitor,0.16024518388791595,4.6,Low Risk
SEG-00206,"Sydney, Australia",Zone V,-33.843459,151.225685,CAT-157,24.72,Copernicus_GLO-90_v2022,Commercial,D,7.31,1.1,GratedInlet,ERA5,20.3,10,monitor,3.4809523809523806,2.0300000000000002,Low Risk
SEG-00207,"San Francisco, USA",Ward D,37.743407,-122.421342,CAT-132,25.130000000000003,SRTM_3arc,Residential,B,8.16,30.1,Manhole,ERA5,32.8,50,monitor,0.2623794212218649,0.6559999999999999,Low Risk
SEG-00208,"Bengaluru, India",Borough Harbor,12.930679,77.660193,CAT-107,47.08,SRTM_1arc,Commercial,C,8.83,120.3,CurbInlet,Blended,16.2,5,monitor,0.07279472382522671,3.2399999999999998,Low Risk
SEG-00209,"Mumbai, India",Ward G,19.040309,72.889891,CAT-025,2.8,Copernicus_GLO-30_v2023,Commercial,C,5.74,64.1,CurbInlet,IMD,34.1,10,low_lying,0.0881720430107527,3.41,Medium Risk
SEG-00210,"Buenos Aires, Argentina",Sector 11,-34.584343,-58.347751,CAT-036,-3.0,SRTM_1arc,Roads,C,7.81,108.6,GratedInlet,ERA5,43.5,50,ponding_hotspot|low_lying|event_2025-07-04,0.07125912408759125,0.87,High Risk
SEG-00211,"Ahmedabad, India",District 22,22.952621,72.653047,CAT-087,63.54,Copernicus_GLO-30_v2023,Residential,D,5.23,80.1,Manhole,ERA5,33.6,2,monitor,0.06448828606658448,16.8,Low Risk
SEG-00212,"Washington DC, USA",District 8,38.914072,-77.02681,CAT-091,40.53,Copernicus_GLO-90_v2022,Commercial,B,6.81,94.7,CurbInlet,ERA5,20.4,25,monitor,0.07115987460815046,0.816,Low Risk
SEG-00213,"Washington DC, USA",District 23,38.817143,-76.999981,CAT-144,62.9,Copernicus_EEA-10_v5,Green,B,1.99,219.5,Manhole,ERA5,61.9,50,sparse_drainage,0.009024943310657596,1.238,Medium Risk
SEG-00214,"Seoul, South Korea",District 8,37.637419,126.971739,CAT-022,27.64,Copernicus_GLO-30_v2023,Commercial,D,6.5,131.6,OpenChannel,ERA5,39.5,2,monitor,0.049019607843137254,19.75,Low Risk
SEG-00215,"Washington DC, USA",Sector 25,38.902993,-77.015935,CAT-016,-3.0,SRTM_1arc,Residential,B,6.21,202.2,OpenChannel,ERA5,41.3,2,low_lying|event_2025-06-26,0.030561023622047247,20.65,Medium Risk
SEG-00216,"Auckland, New Zealand",District 13,-36.858992,174.728861,CAT-171,15.34,SRTM_1arc,Residential,B,5.12,161.9,GratedInlet,ERA5,29.9,2,monitor,0.03143032535297729,14.95,Low Risk
SEG-00217,"Istanbul, Türkiye",District 9,41.057945,29.026179,CAT-164,0.78,SRTM_1arc,Roads,A,5.77,91.69999999999999,CurbInlet,ERA5,26.0,10,low_lying,0.06224379719525351,2.6,Medium Risk
SEG-00218,"Hamburg, Germany",Borough Hillside,53.445347,9.975697,CAT-028,111.08,SRTM_3arc,Commercial,D,9.83,28.6,GratedInlet,ERA5,27.5,5,monitor,0.33209459459459456,5.5,Low Risk
SEG-00219,"Rome, Italy",Borough South,41.805683,12.509814,CAT-022,77.91,Copernicus_GLO-90_v2022,Green,B,3.81,257.1,Manhole,ERA5,36.9,100,monitor,0.014761720263463772,0.369,Low Risk
SEG-00220,"Bengaluru, India",Ward H,13.08247,77.596147,CAT-047,73.87,SRTM_3arc,Water,C,8.08,9.0,CurbInlet,ERA5,54.4,2,monitor,0.808,27.2,Low Risk
SEG-00221,"Buenos Aires, Argentina",Ward D,-34.53603,-58.514436,CAT-011,32.62,Copernicus_GLO-30_v2023,Industrial,A,6.25,95.0,CurbInlet,LocalGauge,42.0,2,monitor,0.06510416666666667,21.0,Low Risk
SEG-00222,"Seoul, South Korea",Sector 6,37.497128,126.989437,CAT-011,62.64,Copernicus_EEA-10_v5,Roads,C,9.44,91.69999999999999,CurbInlet,ERA5,78.2,10,monitor,0.10183387270765912,7.82,Low Risk
SEG-00223,"Washington DC, USA",Borough Riverside,38.885243,-77.087806,CAT-117,25.130000000000003,SRTM_1arc,Green,A,3.71,123.7,OpenChannel,IMD,45.2,10,monitor,0.0297514033680834,4.5200000000000005,Low Risk
SEG-00224,"Taipei, Taiwan",Ward J,24.980003,121.560695,CAT-084,-0.11,Copernicus_GLO-30_v2023,Green,C,4.18,22.6,Manhole,ERA5,18.3,5,low_lying|event_2024-06-01,0.1771186440677966,3.66,Medium Risk
SEG-00225,"Lagos, Nigeria",Borough Delta,6.454282,3.340342,CAT-029,14.03,Copernicus_GLO-30_v2023,Residential,B,2.91,73.3,CurbInlet,ERA5,33.1,2,sparse_drainage,0.039165545087483176,16.55,Medium Risk
SEG-00226,"Brisbane, Australia",Borough Central,-27.320437,152.90173,CAT-069,-3.0,Copernicus_GLO-30_v2023,Roads,D,6.25,108.1,GratedInlet,IMD,49.6,10,ponding_hotspot|low_lying,0.05728689275893676,4.96,High Risk
SEG-00227,"Nairobi, Kenya",Zone VIII,-1.302091,36.792789,CAT-018,71.88,Copernicus_GLO-90_v2022,Commercial,D,6.25,267.1,OpenChannel,LocalGauge,44.0,2,monitor,0.02331219694143976,22.0,Low Risk
SEG-00228,"Karachi, Pakistan",Ward G,24.922791,67.046273,CAT-062,118.81,SRTM_1arc,Residential,A,3.09,91.69999999999999,CurbInlet,Blended,48.6,25,monitor,0.03333333333333333,1.944,Low Risk
SEG-00229,"Durban, South Africa",Zone VIII,-29.835599,31.112207,CAT-002,25.54,SRTM_1arc,Mixed,D,4.61,123.7,OpenChannel,ERA5,23.1,5,monitor,0.03696872493985565,4.62,Low Risk
SEG-00230,"Manila, Philippines",District 25,14.565542,120.892138,CAT-115,-3.0,Copernicus_GLO-90_v2022,Residential,D,6.16,240.9,OpenChannel,ERA5,52.6,25,ponding_hotspot|low_lying,0.025465068210004133,2.104,High Risk
SEG-00231,"Philadelphia, USA",Sector 3,40.061779,-75.132898,CAT-169,32.51,Copernicus_GLO-30_v2023,Industrial,A,10.62,38.9,Manhole,ERA5,36.5,5,monitor,0.26616541353383455,7.3,Low Risk
SEG-00232,"Tehran, Iran",Borough Delta,35.805944,51.429591,CAT-126,16.94,SRTM_3arc,Mixed,C,7.55,170.8,OpenChannel,ERA5,33.4,10,monitor,0.0439464493597206,3.34,Low Risk
SEG-00233,"Tokyo, Japan",Zone I,35.780564,139.724406,CAT-048,48.46,Copernicus_GLO-30_v2023,Residential,D,5.71,27.2,Manhole,ERA5,27.2,25,monitor,0.20248226950354611,1.088,Low Risk
SEG-00234,"Guangzhou, China",Ward B,23.253732,113.231547,CAT-088,16.05,Copernicus_EEA-10_v5,Green,A,5.68,463.2,OpenChannel,LocalGauge,118.5,50,extreme_rain_history,0.012236105127100388,2.37,High Risk
SEG-00235,"Montreal, Canada",Ward E,45.622928,-73.570061,CAT-119,94.59,SRTM_3arc,Residential,D,7.83,112.3,CurbInlet,LocalGauge,57.9,10,monitor,0.06910856134157105,5.79,Low Risk
SEG-00236,"Mexico City, Mexico",Borough South,19.382919,-99.093299,CAT-133,0.77,SRTM_3arc,Commercial,C,9.12,266.6,OpenChannel,Blended,31.8,25,low_lying,0.034080717488789235,1.272,Medium Risk
SEG-00237,"Pune, India",Zone IV,18.441224,73.898098,CAT-155,93.71,Copernicus_GLO-30_v2023,Roads,A,8.54,49.8,Manhole,LocalGauge,81.6,2,extreme_rain_history,0.16811023622047244,40.8,High Risk
