city_name,latitude,longitude,elevation_m,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,historical_rainfall_intensity_mm_hr,return_period_years,drainage_efficiency,rainfall_per_return_period,simplified_risks
"Brisbane, Australia",-27.595665,152.99241,25.02,Green,B,6.71,112.1,CurbInlet,43.6,100,0.05932802829354554,0.436,Low Risk
"Rio de Janeiro, Brazil",-22.926207,-43.157763,26.66,Residential,C,6.25,36.9,GratedInlet,44.8,10,0.16490765171503957,4.4799999999999995,Low Risk
"Auckland, New Zealand",-36.7016,174.72417,91.62,Residential,C,3.97,39.9,Manhole,46.7,5,0.09706601466992666,9.34,Low Risk
"Rotterdam, Netherlands",51.920377,4.480419,-2.84,Roads,A,8.02,132.5,GratedInlet,64.1,10,0.06007490636704119,6.409999999999999,Medium Risk
"Washington DC, USA",38.879099,-77.041732,71.47,Commercial,A,5.55,108.7,CurbInlet,27.3,10,0.050592525068368276,2.73,Low Risk
"Vancouver, Canada",49.165174,-123.104249,16.03,Residential,B,2.93,112.3,GratedInlet,37.5,2,0.025860547219770522,18.75,Medium Risk
"Dhaka, Bangladesh",23.799724,90.459875,57.42,Green,A,4.85,291.8,Manhole,101.3,100,0.01656420765027322,1.013,High Risk
"New York, USA",40.700856,-74.01971,55.66,Green,A,3.11,67.7,GratedInlet,23.2,5,0.04526928675400291,4.64,Low Risk
"Lima, Peru",-12.054308,-76.941589,-3.0,Roads,D,5.35,59.6,GratedInlet,17.3,2,0.08828382838283827,8.65,High Risk
"Barcelona, Spain",41.433134,2.159418,17.58,Commercial,B,6.28,71.8,Manhole,30.8,10,0.08626373626373628,3.08,Low Risk
"Pune, India",18.41893,73.898579,38.52,Mixed,B,2.92,76.2,CurbInlet,24.5,2,0.03782383419689119,12.25,Medium Risk
"Hanoi, Vietnam",21.041383,105.809341,94.45,Residential,D,6.25,102.0,CurbInlet,109.7,50,0.06067961165048544,2.194,High Risk
"London, UK",51.450147,0.029632,7.46,Green,C,4.62,137.6,CurbInlet,41.9,50,0.03333333333333333,0.838,Medium Risk
"Philadelphia, USA",39.977663,-75.138597,2.92,Industrial,A,6.25,3.6,GratedInlet,31.9,5,1.358695652173913,6.38,Medium Risk
"Riyadh, Saudi Arabia",24.602366,46.653616,87.83,Roads,C,7.63,86.0,CurbInlet,6.7,25,0.08770114942528735,0.268,Low Risk
"Shanghai, China",31.244103,121.425075,2.04,Roads,C,10.24,88.3,GratedInlet,42.9,25,0.11466965285554312,1.716,Medium Risk
"Tehran, Iran",35.668336,51.363575,25.130000000000003,Roads,B,9.15,56.1,CurbInlet,23.0,5,0.16024518388791595,4.6,Low Risk
"Sydney, Australia",-33.843459,151.225685,24.72,Commercial,D,7.31,1.1,GratedInlet,20.3,10,3.4809523809523806,2.0300000000000002,Low Risk
"San Francisco, USA",37.743407,-122.421342,25.130000000000003,Residential,B,8.16,30.1,Manhole,32.8,50,0.2623794212218649,0.6559999999999999,Low Risk
"Bengaluru, India",12.930679,77.660193,47.08,Commercial,C,8.83,120.3,CurbInlet,16.2,5,0.07279472382522671,3.2399999999999998,Low Risk
"Mumbai, India",19.040309,72.889891,2.8,Commercial,C,5.74,64.1,CurbInlet,34.1,10,0.0881720430107527,3.41,Medium Risk
"Buenos Aires, Argentina",-34.584343,-58.347751,-3.0,Roads,C,7.81,108.6,GratedInlet,43.5,50,0.07125912408759125,0.87,High Risk
"Ahmedabad, India",22.952621,72.653047,63.54,Residential,D,5.23,80.1,Manhole,33.6,2,0.06448828606658448,16.8,Low Risk
"Washington DC, USA",38.914072,-77.02681,40.53,Commercial,B,6.81,94.7,CurbInlet,20.4,25,0.07115987460815046,0.816,Low Risk
"Washington DC, USA",38.817143,-76.999981,62.9,Green,B,1.99,219.5,Manhole,61.9,50,0.009024943310657596,1.238,Medium Risk
"Seoul, South Korea",37.637419,126.971739,27.64,Commercial,D,6.5,131.6,OpenChannel,39.5,2,0.049019607843137254,19.75,Low Risk
"Washington DC, USA",38.902993,-77.015935,-3.0,Residential,B,6.21,202.2,OpenChannel,41.3,2,0.030561023622047247,20.65,Medium Risk
"Auckland, New Zealand",-36.858992,174.728861,15.34,Residential,B,5.12,161.9,GratedInlet,29.9,2,0.03143032535297729,14.95,Low Risk
"Istanbul, Türkiye",41.057945,29.026179,0.78,Roads,A,5.77,91.69999999999999,CurbInlet,26.0,10,0.06224379719525351,2.6,Medium Risk
"Hamburg, Germany",53.445347,9.975697,111.08,Commercial,D,9.83,28.6,GratedInlet,27.5,5,0.33209459459459456,5.5,Low Risk
"Rome, Italy",41.805683,12.509814,77.91,Green,B,3.81,257.1,Manhole,36.9,100,0.014761720263463772,0.369,Low Risk
"Bengaluru, India",13.08247,77.596147,73.87,Water,C,8.08,9.0,CurbInlet,54.4,2,0.808,27.2,Low Risk
"Buenos Aires, Argentina",-34.53603,-58.514436,32.62,Industrial,A,6.25,95.0,CurbInlet,42.0,2,0.06510416666666667,21.0,Low Risk
"Seoul, South Korea",37.497128,126.989437,62.64,Roads,C,9.44,91.69999999999999,CurbInlet,78.2,10,0.10183387270765912,7.82,Low Risk
"Washington DC, USA",38.885243,-77.087806,25.130000000000003,Green,A,3.71,123.7,OpenChannel,45.2,10,0.0297514033680834,4.5200000000000005,Low Risk
"Taipei, Taiwan",24.980003,121.560695,-0.11,Green,C,4.18,22.6,Manhole,18.3,5,0.1771186440677966,3.66,Medium Risk
"Lagos, Nigeria",6.454282,3.340342,14.03,Residential,B,2.91,73.3,CurbInlet,33.1,2,0.039165545087483176,16.55,Medium Risk
"Brisbane, Australia",-27.320437,152.90173,-3.0,Roads,D,6.25,108.1,GratedInlet,49.6,10,0.05728689275893676,4.96,High Risk
"Nairobi, Kenya",-1.302091,36.792789,71.88,Commercial,D,6.25,267.1,OpenChannel,44.0,2,0.02331219694143976,22.0,Low Risk
"Karachi, Pakistan",24.922791,67.046273,118.81,Residential,A,3.09,91.69999999999999,CurbInlet,48.6,25,0.03333333333333333,1.944,Low Risk
"Durban, South Africa",-29.835599,31.112207,25.54,Mixed,D,4.61,123.7,OpenChannel,23.1,5,0.03696872493985565,4.62,Low Risk
"Manila, Philippines",14.565542,120.892138,-3.0,Residential,D,6.16,240.9,OpenChannel,52.6,25,0.025465068210004133,2.104,High Risk
"Philadelphia, USA",40.061779,-75.132898,32.51,Industrial,A,10.62,38.9,Manhole,36.5,5,0.26616541353383455,7.3,Low Risk
"Tehran, Iran",35.805944,51.429591,16.94,Mixed,C,7.55,170.8,OpenChannel,33.4,10,0.0439464493597206,3.34,Low Risk
"Tokyo, Japan",35.780564,139.724406,48.46,Residential,D,5.71,27.2,Manhole,27.2,25,0.20248226950354611,1.088,Low Risk
"Guangzhou, China",23.253732,113.231547,16.05,Green,A,5.68,463.2,OpenChannel,118.5,50,0.012236105127100388,2.37,High Risk
"Montreal, Canada",45.622928,-73.570061,94.59,Residential,D,7.83,112.3,CurbInlet,57.9,10,0.06910856134157105,5.79,Low Risk
"Mexico City, Mexico",19.382919,-99.093299,0.77,Commercial,C,9.12,266.6,OpenChannel,31.8,25,0.034080717488789235,1.272,Medium Risk
"Pune, India",18.441224,73.898098,93.71,Roads,A,8.54,49.8,Manhole,81.6,2,0.16811023622047244,40.8,High Risk
"Mumbai, India",19.181069,72.951292,11.73,Industrial,C,10.6,62.5,CurbInlet,47.0,5,0.16692913385826771,9.4,Low Risk
"Shanghai, China",31.179101,121.535345,-0.93,Roads,B,9.77,100.0,CurbInlet,13.7,5,0.09673267326732674,2.7399999999999998,Medium Risk
"Nairobi, Kenya",-1.31365,36.782376,94.65,Roads,B,4.67,44.7,CurbInlet,41.9,5,0.10218818380743981,8.379999999999999,Low Risk
"Doha, Qatar",25.171765,51.583772,63.71,Roads,D,6.39,91.69999999999999,GratedInlet,7.6,10,0.06893203883495146,0.76,Low Risk
"Mexico City, Mexico",19.565856,-99.11757,81.46,Residential,A,5.33,26.4,GratedInlet,42.3,10,0.1945255474452555,4.2299999999999995,Low Risk
"Montreal, Canada",45.368058,-73.484158,25.55,Commercial,B,3.33,86.1,CurbInlet,31.2,2,0.03823191733639495,15.6,Low Risk
"Lima, Peru",-12.039891,-77.090972,36.82,Roads,B,9.32,4.5,CurbInlet,62.0,5,1.6945454545454546,12.4,Low Risk
"Durban, South Africa",-29.865091,30.973531,29.75,Commercial,C,9.13,20.4,CurbInlet,57.3,50,0.42663551401869165,1.146,Low Risk
"Pune, India",18.444489,73.901304,42.25,Industrial,C,7.77,188.4,GratedInlet,23.7,2,0.04102428722280887,11.85,Low Risk
"Montreal, Canada",45.398908,-73.649442,24.86,Roads,C,6.2,193.6,OpenChannel,33.1,5,0.03186022610483042,6.62,Low Risk
"Delhi, India",28.550103,77.292346,33.38,Institutional,D,6.25,239.9,CurbInlet,67.4,25,0.025944375259443753,2.696,Low Risk
"Washington DC, USA",38.905521,-77.010384,25.130000000000003,Roads,C,4.45,91.69999999999999,CurbInlet,91.3,10,0.048004314994606265,9.129999999999999,High Risk
"Pune, India",18.595732,73.828706,76.46,Roads,B,7.13,6.8,Manhole,20.1,5,0.9141025641025641,4.0200000000000005,Low Risk
"Bengaluru, India",13.11177,77.548232,30.77,Industrial,C,7.81,17.1,GratedInlet,20.5,2,0.4314917127071823,10.25,Low Risk
"Ahmedabad, India",23.12439,72.639583,25.130000000000003,Residential,C,6.25,91.69999999999999,CurbInlet,57.3,2,0.06742179072276161,28.65,Low Risk
"Lagos, Nigeria",6.545532,3.527997,22.38,Residential,A,7.11,19.7,CurbInlet,122.4,50,0.34347826086956523,2.448,High Risk
"Seoul, South Korea",37.544612,126.921125,36.52,Residential,B,4.31,11.8,Manhole,13.2,2,0.33671874999999996,6.6,Low Risk
"Paris, France",48.748073,2.447986,42.08,Roads,B,10.43,308.4,OpenChannel,42.2,100,0.033710407239819,0.42200000000000004,Low Risk
"Cape Town, South Africa",-33.94121,18.398241,9.66,Industrial,B,5.21,86.0,GratedInlet,29.6,25,0.059885057471264366,1.1840000000000002,Low Risk
"Sao Paulo, Brazil",-23.604242,-46.749131,71.87,Green,A,6.66,223.1,GratedInlet,25.1,10,0.029718875502008035,2.5100000000000002,Low Risk
"Lagos, Nigeria",6.499218,3.37778,14.56,Commercial,A,6.07,56.4,CurbInlet,54.3,10,0.10574912891986063,5.43,Low Risk
"Cape Town, South Africa",-33.975397,18.381482,217.92,Residential,D,7.75,80.7,CurbInlet,18.7,5,0.09485924112607098,3.7399999999999998,Low Risk
"Osaka, Japan",34.781139,135.702971,75.84,Green,B,4.55,316.4,CurbInlet,36.1,5,0.014335223692501576,7.220000000000001,Low Risk
"Bengaluru, India",12.967102,77.489353,-3.0,Roads,B,3.28,91.69999999999999,OpenChannel,32.5,2,0.03538295577130529,16.25,Medium Risk
"Singapore, Singapore",1.327545,103.794893,18.22,Residential,B,6.75,18.9,GratedInlet,33.7,50,0.3391959798994975,0.674,Low Risk
"Ahmedabad, India",22.995238,72.572519,18.03,Green,A,5.94,583.4,CurbInlet,61.2,10,0.010164271047227927,6.12,Low Risk
"Dhaka, Bangladesh",23.877002,90.544941,85.99,Institutional,C,3.37,375.4,GratedInlet,135.8,50,0.008953241232731137,2.716,High Risk
"Doha, Qatar",25.278182,51.401339,54.52,Commercial,A,6.13,1.2,CurbInlet,12.0,2,2.786363636363636,6.0,Low Risk
"Copenhagen, Denmark",55.65663,12.541055,2.38,Roads,A,7.92,330.0,OpenChannel,30.0,5,0.023927492447129908,6.0,Medium Risk
"Singapore, Singapore",1.298644,103.760688,18.52,Roads,A,9.02,91.69999999999999,CurbInlet,83.7,100,0.09730312837108954,0.8370000000000001,High Risk
"Ahmedabad, India",23.025113,72.576207,30.91,Residential,C,7.66,175.0,GratedInlet,46.7,10,0.043522727272727275,4.67,Low Risk
"Washington DC, USA",38.90712,-77.071526,25.130000000000003,Commercial,C,6.23,94.4,Manhole,18.8,5,0.06530398322851153,3.7600000000000002,Low Risk
"New York, USA",40.531515,-74.049273,28.53,Roads,B,10.78,94.7,GratedInlet,15.1,5,0.11264367816091952,3.02,Low Risk
"Hanoi, Vietnam",21.112174,105.827814,92.2,Residential,B,4.51,134.4,CurbInlet,66.8,25,0.03330871491875923,2.6719999999999997,Low Risk
"Nairobi, Kenya",-1.450604,36.964612,40.18,Commercial,B,6.78,90.8,GratedInlet,53.8,50,0.0738562091503268,1.0759999999999998,Low Risk
"Philadelphia, USA",39.998389,-75.252837,24.57,Commercial,C,6.37,21.0,Manhole,41.8,2,0.28954545454545455,20.9,Low Risk
"Nairobi, Kenya",-1.252707,36.910278,31.02,Roads,D,9.11,11.5,GratedInlet,56.2,10,0.7288,5.62,Low Risk
"Ahmedabad, India",22.953456,72.641284,-3.0,Residential,B,7.98,86.8,OpenChannel,21.3,25,0.09088838268792712,0.852,Medium Risk
"Rio de Janeiro, Brazil",-22.92871,-43.132041,16.4,Residential,C,3.84,107.1,OpenChannel,107.5,10,0.035522664199814986,10.75,High Risk
"Guangzhou, China",23.274446,113.195713,25.130000000000003,Residential,B,7.39,91.69999999999999,OpenChannel,113.0,100,0.07971952535059332,1.13,High Risk
"Ho Chi Minh City, Vietnam",10.869942,106.584053,59.22,Residential,A,3.62,91.69999999999999,GratedInlet,98.5,50,0.03905070118662352,1.97,High Risk
"Hanoi, Vietnam",21.079761,105.862048,74.07,Residential,B,5.42,86.0,Manhole,150.0,100,0.06229885057471264,1.5,High Risk
"Vancouver, Canada",49.251744,-123.043218,31.22,Water,D,8.0,79.8,GratedInlet,38.4,25,0.09900990099009901,1.536,Low Risk
"Tehran, Iran",35.670953,51.498173,49.54,Commercial,C,7.76,177.3,OpenChannel,28.3,2,0.04352215367358384,14.15,Low Risk
"Rio de Janeiro, Brazil",-22.909294,-43.072448,22.14,Water,B,2.99,204.7,Manhole,102.3,100,0.014535731648031115,1.023,High Risk
"Montreal, Canada",45.580423,-73.536849,-3.0,Roads,C,8.09,74.4,GratedInlet,22.9,25,0.1072944297082228,0.9159999999999999,Medium Risk
"Rome, Italy",41.826744,12.727787,69.98,Residential,B,7.79,30.6,CurbInlet,14.6,5,0.24651898734177213,2.92,Low Risk
"Sao Paulo, Brazil",-23.412793,-46.641117,123.92,Roads,D,6.25,91.8,Manhole,54.4,5,0.06734913793103449,10.879999999999999,Low Risk
"Athens, Greece",38.102407,23.666691,12.62,Green,C,3.13,199.9,OpenChannel,40.5,5,0.015579890492782477,8.1,Low Risk
"New Orleans, USA",29.97508,-90.122542,16.77,Roads,B,6.96,15.8,CurbInlet,40.6,5,0.41428571428571426,8.120000000000001,Low Risk
"Durban, South Africa",-29.885025,31.146666,51.95,Industrial,C,6.16,177.5,CurbInlet,30.2,25,0.034509803921568626,1.208,Low Risk
"Riyadh, Saudi Arabia",24.798899,46.722769,101.09,Institutional,B,2.78,91.69999999999999,GratedInlet,9.3,25,0.02998921251348436,0.37200000000000005,Medium Risk
"Jakarta, Indonesia",-6.063204,107.044783,-3.0,Commercial,C,9.43,9.3,CurbInlet,31.0,25,0.9155339805825242,1.24,Medium Risk
"Copenhagen, Denmark",55.655924,12.577613,14.51,Residential,C,3.24,6.5,Manhole,59.6,50,0.43200000000000005,1.192,Low Risk
"Lima, Peru",-11.982429,-77.015782,-3.0,Commercial,B,5.97,97.2,Manhole,30.5,2,0.06079429735234215,15.25,Medium Risk
"Tehran, Iran",35.760324,51.310389,-3.0,Commercial,C,10.29,91.69999999999999,OpenChannel,20.1,50,0.11100323624595469,0.402,Medium Risk
"Rio de Janeiro, Brazil",-22.940979,-43.079946,13.42,Industrial,B,4.6,86.2,CurbInlet,78.5,10,0.05275229357798165,7.85,Low Risk
"Miami, USA",25.721869,-80.299723,15.55,Residential,A,7.98,94.2,CurbInlet,128.5,50,0.08382352941176471,2.57,High Risk
"Brisbane, Australia",-27.439625,153.102577,84.54,Residential,D,7.8,155.6,Manhole,42.1,2,0.04980842911877395,21.05,Low Risk
"Sydney, Australia",-33.989784,151.199791,25.130000000000003,Residential,C,7.08,27.7,Manhole,12.3,2,0.24668989547038328,6.15,Low Risk
"Vancouver, Canada",49.156524,-123.204919,11.87,Industrial,A,5.09,119.9,CurbInlet,42.6,2,0.04210090984284532,21.3,Low Risk
"Singapore, Singapore",1.310383,103.920371,0.77,Green,C,6.04,155.8,OpenChannel,36.9,2,0.0385204081632653,18.45,Medium Risk
"Taipei, Taiwan",25.032737,121.627418,100.61,Roads,D,9.04,41.6,CurbInlet,20.8,10,0.21220657276995303,2.08,Low Risk
"Rio de Janeiro, Brazil",-23.030736,-43.153495,10.99,Green,D,4.45,156.4,GratedInlet,38.1,25,0.028271918678526048,1.524,Low Risk
"Tehran, Iran",35.466197,51.407031,37.51,Commercial,C,7.76,45.7,OpenChannel,31.9,50,0.16616702355460383,0.638,Low Risk
"Osaka, Japan",34.706225,135.34055,88.82,Residential,A,4.78,91.69999999999999,CurbInlet,31.2,2,0.051564185544768076,15.6,Low Risk
"Philadelphia, USA",40.191083,-75.061504,12.93,Residential,A,6.25,111.7,Manhole,17.5,10,0.05545696539485359,1.75,Low Risk
"Bogotá, Colombia",4.65572,-74.198345,107.59,Residential,A,7.97,107.7,GratedInlet,44.7,2,0.07332106715731371,22.35,Low Risk
"Bogotá, Colombia",4.742938,-74.125047,-3.0,Residential,B,2.96,5.7,GratedInlet,38.6,5,0.4417910447761194,7.720000000000001,Medium Risk
"London, UK",51.487492,-0.095379,45.69,Residential,D,7.38,11.8,Manhole,22.4,10,0.5765625,2.2399999999999998,Low Risk
"Houston, USA",29.86551,-95.374103,42.48,Residential,B,7.04,65.4,CurbInlet,34.8,50,0.10602409638554217,0.696,Low Risk
"Taipei, Taiwan",24.827604,121.630241,-3.0,Roads,C,4.29,91.69999999999999,Manhole,26.9,50,0.046278317152103565,0.5379999999999999,High Risk
"London, UK",51.392913,-0.14086,69.38,Residential,A,4.2,60.5,Manhole,16.9,5,0.06829268292682927,3.38,Low Risk
"Rotterdam, Netherlands",51.878536,4.411624,13.68,Residential,D,2.48,48.0,CurbInlet,53.9,10,0.05061224489795918,5.39,Medium Risk
"Pune, India",18.518432,73.960971,47.81,Roads,D,4.31,30.8,CurbInlet,25.8,10,0.13553459119496855,2.58,Low Risk
"Delhi, India",28.589648,77.197997,93.2,Residential,B,4.04,669.5,CurbInlet,19.7,50,0.006025354213273677,0.39399999999999996,Low Risk
"Mexico City, Mexico",19.508593,-99.127515,95.63,Commercial,B,3.23,178.5,OpenChannel,15.8,10,0.017994428969359332,1.58,Low Risk
"Houston, USA",29.817758,-95.350056,28.07,Roads,C,7.13,19.8,Manhole,36.4,2,0.34278846153846154,18.2,Low Risk
"Bogotá, Colombia",4.667515,-74.123444,90.61,Roads,B,9.67,99.8,Manhole,17.1,100,0.09593253968253969,0.171,Low Risk
"Lima, Peru",-12.063188,-77.08842,48.13,Commercial,A,7.45,84.0,GratedInlet,27.0,25,0.08764705882352941,1.08,Low Risk
"Paris, France",48.970684,2.446874,61.18,Commercial,C,7.02,113.8,CurbInlet,23.0,100,0.06114982578397212,0.23,Low Risk
"Ho Chi Minh City, Vietnam",10.799522,106.466662,1.22,Roads,A,9.48,76.1,GratedInlet,52.0,25,0.12295719844357979,2.08,Medium Risk
"Hamburg, Germany",53.501247,9.925655,22.17,Roads,D,3.26,137.3,CurbInlet,10.5,2,0.023571945046999273,5.25,Low Risk
"Osaka, Japan",34.71992,135.496941,128.37,Green,B,6.61,375.6,CurbInlet,26.5,2,0.017551779075942645,13.25,Low Risk
"Lagos, Nigeria",6.558432,3.328856,11.48,Roads,A,4.37,95.3,Manhole,97.2,5,0.04537902388369678,19.44,High Risk
"Philadelphia, USA",39.899265,-75.183478,63.78,Green,A,4.5,74.9,OpenChannel,29.1,5,0.05928853754940711,5.82,Low Risk
"Rotterdam, Netherlands",51.943671,4.492108,6.65,Roads,A,9.08,88.9,Manhole,9.0,5,0.10100111234705228,1.8,Medium Risk
"Auckland, New Zealand",-36.788851,174.681236,33.09,Commercial,A,6.57,80.6,Manhole,35.3,10,0.08051470588235295,3.53,Low Risk
"Bengaluru, India",13.00686,77.641121,26.79,Institutional,C,5.22,253.6,CurbInlet,16.9,5,0.020502749410840532,3.38,Low Risk
"Lagos, Nigeria",6.588569,3.186932,9.95,Green,B,6.25,110.6,CurbInlet,42.3,100,0.05600358422939068,0.423,Low Risk
"New York, USA",40.701315,-73.886377,111.04,Roads,B,5.43,126.7,CurbInlet,28.0,2,0.04252153484729835,14.0,Low Risk
"Riyadh, Saudi Arabia",24.626105,46.649479,60.75,Roads,D,5.88,52.8,Manhole,15.8,5,0.10929368029739778,3.16,Low Risk
"Manila, Philippines",14.574304,120.856532,-2.74,Residential,C,2.74,153.4,Manhole,128.2,50,0.017746113989637307,2.5639999999999996,High Risk
"Accra, Ghana",5.530227,-0.109746,5.1,Industrial,D,6.25,51.2,GratedInlet,120.4,10,0.11973180076628352,12.040000000000001,High Risk
"Delhi, India",28.554005,77.273017,65.78,Green,A,5.69,200.0,Manhole,62.3,5,0.02830845771144279,12.459999999999999,Low Risk
"Hong Kong, China",22.265738,113.972914,4.79,Roads,A,6.25,251.3,CurbInlet,43.4,10,0.024772096710265555,4.34,Medium Risk
"Ho Chi Minh City, Vietnam",10.848181,106.647658,4.01,Water,D,4.98,66.8,OpenChannel,63.3,5,0.07345132743362832,12.66,High Risk
"Rio de Janeiro, Brazil",-22.961825,-43.159953,17.77,Roads,B,7.69,154.7,OpenChannel,38.8,50,0.049389852280025695,0.7759999999999999,Low Risk
"Durban, South Africa",-29.813867,31.005755,-3.0,Roads,B,8.59,128.0,OpenChannel,23.3,2,0.0665891472868217,11.65,Medium Risk
"Houston, USA",29.75768,-95.311675,-3.0,Mixed,C,6.25,162.7,OpenChannel,34.8,5,0.03817959682345755,6.959999999999999,High Risk
"Washington DC, USA",38.921384,-77.040353,67.3,Residential,A,2.73,100.2,CurbInlet,28.3,5,0.026976284584980238,5.66,Medium Risk
"Accra, Ghana",5.531183,-0.107577,17.33,Green,D,5.27,394.9,GratedInlet,114.3,100,0.0133114422834049,1.143,High Risk
"Athens, Greece",37.94359,23.748992,77.62,Residential,B,2.45,37.8,Manhole,11.8,2,0.06314432989690723,5.9,Medium Risk
"Mumbai, India",19.053484,72.935807,-1.56,Residential,D,5.54,96.6,GratedInlet,49.5,5,0.056762295081967215,9.9,High Risk
"Lima, Peru",-12.123372,-77.197319,18.55,Commercial,D,5.22,43.2,CurbInlet,24.3,2,0.1180995475113122,12.15,Low Risk
"Seoul, South Korea",37.591017,126.890098,73.77,Green,D,4.02,23.6,CurbInlet,24.4,25,0.16341463414634144,0.976,Low Risk
"Delhi, India",28.55417,77.109228,11.37,Green,D,7.71,246.5,OpenChannel,24.1,50,0.031151515151515152,0.48200000000000004,Low Risk
"Auckland, New Zealand",-36.813056,174.879812,73.17,Industrial,D,9.22,91.69999999999999,Manhole,38.7,2,0.09946062567421793,19.35,Low Risk
"Seoul, South Korea",37.666963,126.854665,31.44,Residential,C,7.97,44.2,GratedInlet,18.3,50,0.17632743362831857,0.366,Low Risk
"Cape Town, South Africa",-33.869565,18.323569,40.75,Industrial,B,5.44,14.4,GratedInlet,54.6,10,0.35324675324675325,5.46,Low Risk
"Delhi, India",28.589878,77.089514,16.93,Roads,D,10.72,39.8,CurbInlet,45.6,50,0.2627450980392157,0.912,Low Risk
"Colombo, Sri Lanka",6.938703,79.797244,22.39,Commercial,B,4.59,148.0,Manhole,100.4,10,0.030805369127516777,10.040000000000001,High Risk
"Hanoi, Vietnam",20.838047,105.82584,25.14,Commercial,A,5.41,20.7,GratedInlet,57.9,10,0.24930875576036868,5.79,Low Risk
"Montreal, Canada",45.627042,-73.481711,17.13,Green,B,2.69,91.69999999999999,CurbInlet,40.6,5,0.029018338727076595,8.120000000000001,Medium Risk
"Montreal, Canada",45.478258,-73.443574,7.4,Roads,B,6.25,83.3,Manhole,67.3,25,0.07413997627520759,2.6919999999999997,Medium Risk
"Kuala Lumpur, Malaysia",3.239758,101.615626,-3.0,Mixed,B,6.25,58.8,Manhole,67.1,50,0.10451505016722408,1.3419999999999999,High Risk
"Singapore, Singapore",1.289656,103.868752,0.69,Institutional,C,6.32,190.7,GratedInlet,77.8,25,0.03296817944705269,3.112,High Risk
"Amsterdam, Netherlands",52.480152,4.750103,1.61,Residential,B,8.26,363.5,CurbInlet,42.8,10,0.022661179698216734,4.279999999999999,Medium Risk
"Copenhagen, Denmark",55.656409,12.544991,22.02,Mixed,C,8.88,3.2,CurbInlet,23.3,2,2.1142857142857143,11.65,Low Risk
"Ahmedabad, India",23.100364,72.532959,25.130000000000003,Mixed,A,5.84,39.2,CurbInlet,31.5,5,0.145273631840796,6.3,Low Risk
"Guangzhou, China",23.190183,113.263792,3.69,Informal,A,7.21,223.2,Manhole,123.6,50,0.03215878679750223,2.472,High Risk
